date;Day;Month;Year;WeekNumber;DayOfWeek;DayOfYear;Sales
2014-06-27;27;6;2014;26;4;178;370793.573399999
2014-06-28;28;6;2014;26;5;179;510870.813999999
2014-06-29;29;6;2014;26;6;180;567218.885
2014-06-30;30;6;2014;27;0;181;429324.055
2014-07-01;1;7;2014;27;1;182;720480.616999998
2014-07-02;2;7;2014;27;2;183;747430.1483
2014-07-03;3;7;2014;27;3;184;583843.720800002
2014-07-04;4;7;2014;27;4;185;595424.313199999
2014-07-05;5;7;2014;27;5;186;817307.110000001
2014-07-06;6;7;2014;27;6;187;918276.596000001
2014-07-07;7;7;2014;28;0;188;638526.428999999
2014-07-08;8;7;2014;28;1;189;557291.497500001
2014-07-09;9;7;2014;28;2;190;574451.410200002
2014-07-10;10;7;2014;28;3;191;498047.549
2014-07-11;11;7;2014;28;4;192;535644.182900001
2014-07-12;12;7;2014;28;5;193;756698.751999999
2014-07-13;13;7;2014;28;6;194;733653.779999999
2014-07-14;14;7;2014;29;0;195;584867.151000001
2014-07-15;15;7;2014;29;1;196;562860.027000001
2014-07-16;16;7;2014;29;2;197;621336.494000003
2014-07-17;17;7;2014;29;3;198;498221.705000001
2014-07-18;18;7;2014;29;4;199;547619.059000001
2014-07-19;19;7;2014;29;5;200;728988.225999999
2014-07-20;20;7;2014;29;6;201;776474.117999999
2014-07-21;21;7;2014;30;0;202;600228.43
2014-07-22;22;7;2014;30;1;203;530276.04
2014-07-23;23;7;2014;30;2;204;574168.636000002
2014-07-24;24;7;2014;30;3;205;484618.817000002
2014-07-25;25;7;2014;30;4;206;579767.285
2014-07-26;26;7;2014;30;5;207;688919.549999998
2014-07-27;27;7;2014;30;6;208;747307.867000001
2014-07-28;28;7;2014;31;0;209;583936.685000001
2014-07-29;29;7;2014;31;1;210;524743.325
2014-07-30;30;7;2014;31;2;211;578056.9652
2014-07-31;31;7;2014;31;3;212;532423.558
2014-08-01;1;8;2014;31;4;213;506826.795
2014-08-02;2;8;2014;31;5;214;626533.638
2014-08-03;3;8;2014;31;6;215;625898.206000002
2014-08-04;4;8;2014;32;0;216;471173.304
2014-08-05;5;8;2014;32;1;217;417197.476
2014-08-06;6;8;2014;32;2;218;402914.371
2014-08-07;7;8;2014;32;3;219;359701.533
2014-08-08;8;8;2014;32;4;220;397759.939
2014-08-09;9;8;2014;32;5;221;496192.787
2014-08-10;10;8;2014;32;6;222;509681.765
2014-08-11;11;8;2014;33;0;223;409544.574999999
2014-08-12;12;8;2014;33;1;224;353897.212000001
2014-08-13;13;8;2014;33;2;225;372115.544999999
2014-08-14;14;8;2014;33;3;226;340740.816999999
2014-08-15;15;8;2014;33;4;227;402631.84
2014-08-16;16;8;2014;33;5;228;533996.155
2014-08-17;17;8;2014;33;6;229;564443.173000001
2014-08-18;18;8;2014;34;0;230;433041.299
2014-08-19;19;8;2014;34;1;231;379329.952999999
2014-08-20;20;8;2014;34;2;232;398102.791
2014-08-21;21;8;2014;34;3;233;355108.875
2014-08-22;22;8;2014;34;4;234;388359.8984
2014-08-23;23;8;2014;34;5;235;499678.207999999
2014-08-24;24;8;2014;34;6;236;528990.561000001
2014-08-25;25;8;2014;35;0;237;412250.075
2014-08-26;26;8;2014;35;1;238;355053.908
2014-08-27;27;8;2014;35;2;239;366321.498000001
2014-08-28;28;8;2014;35;3;240;327912.427
2014-08-29;29;8;2014;35;4;241;403288.917000001
2014-08-30;30;8;2014;35;5;242;586373.694
2014-08-31;31;8;2014;35;6;243;660088.183
2014-09-01;1;9;2014;36;0;244;812526.219000001
2014-09-02;2;9;2014;36;1;245;717351.552999999
2014-09-03;3;9;2014;36;2;246;726683.863
2014-09-04;4;9;2014;36;3;247;551340.076999999
2014-09-05;5;9;2014;36;4;248;603043.2419
2014-09-06;6;9;2014;36;5;249;870139.445999997
2014-09-07;7;9;2014;36;6;250;997964.078
2014-09-08;8;9;2014;37;0;251;648651.744999999
2014-09-09;9;9;2014;37;1;252;562420.568000001
2014-09-10;10;9;2014;37;2;253;612987.472000002
2014-09-11;11;9;2014;37;3;254;483462.953000001
2014-09-12;12;9;2014;37;4;255;564382.848000002
2014-09-13;13;9;2014;37;5;256;795802.238000003
2014-09-14;14;9;2014;37;6;257;896501.561999998
2014-09-15;15;9;2014;38;0;258;630710.573000001
2014-09-16;16;9;2014;38;1;259;608239.973000001
2014-09-17;17;9;2014;38;2;260;617472.344000002
2014-09-18;18;9;2014;38;3;261;479500.843000001
2014-09-19;19;9;2014;38;4;262;550212.094000001
2014-09-20;20;9;2014;38;5;263;808490.763
2014-09-21;21;9;2014;38;6;264;901420.451
2014-09-22;22;9;2014;39;0;265;589120.294000001
2014-09-23;23;9;2014;39;1;266;559954.304
2014-09-24;24;9;2014;39;2;267;598183.114699999
2014-09-25;25;9;2014;39;3;268;466867.377
2014-09-26;26;9;2014;39;4;269;515474.224
2014-09-27;27;9;2014;39;5;270;781201.368000001
2014-09-28;28;9;2014;39;6;271;886531.790000001
2014-09-29;29;9;2014;40;0;272;586682.822000001
2014-09-30;30;9;2014;40;1;273;599093.915699999
2014-10-01;1;10;2014;40;2;274;784500.254800002
2014-10-02;2;10;2014;40;3;275;634306.518999999
2014-10-03;3;10;2014;40;4;276;675639.295
2014-10-04;4;10;2014;40;5;277;931317.512999998
2014-10-05;5;10;2014;40;6;278;985466.962999998
2014-10-06;6;10;2014;41;0;279;641480.756999999
2014-10-07;7;10;2014;41;1;280;586371.271
2014-10-08;8;10;2014;41;2;281;620201.323699998
2014-10-09;9;10;2014;41;3;282;510519.923000002
2014-10-10;10;10;2014;41;4;283;702470.318
2014-10-11;11;10;2014;41;5;284;748309.154000001
2014-10-12;12;10;2014;41;6;285;843971.133000001
2014-10-13;13;10;2014;42;0;286;611726.926000001
2014-10-14;14;10;2014;42;1;287;550589.573300002
2014-10-15;15;10;2014;42;2;288;624797.4692
2014-10-16;16;10;2014;42;3;289;538252.607
2014-10-17;17;10;2014;42;4;290;558538.136
2014-10-18;18;10;2014;42;5;291;820840.970999998
2014-10-19;19;10;2014;42;6;292;935410.595999998
2014-10-20;20;10;2014;43;0;293;624628.991000001
2014-10-21;21;10;2014;43;1;294;542207.1653
2014-10-22;22;10;2014;43;2;295;584926.356000001
2014-10-23;23;10;2014;43;3;296;492233.232
2014-10-24;24;10;2014;43;4;297;528403.68
2014-10-25;25;10;2014;43;5;298;758926.230999999
2014-10-26;26;10;2014;43;6;299;892128.499
2014-10-27;27;10;2014;44;0;300;572783.902000002
2014-10-28;28;10;2014;44;1;301;512678.811700002
2014-10-29;29;10;2014;44;2;302;560819.678000001
2014-10-30;30;10;2014;44;3;303;459715.266099999
2014-10-31;31;10;2014;44;4;304;561875.071999999
2014-11-01;1;11;2014;44;5;305;873539.248000002
2014-11-02;2;11;2014;44;6;306;709851.492000003
2014-11-03;3;11;2014;45;0;307;973192.042
2014-11-04;4;11;2014;45;1;308;702751.9537
2014-11-05;5;11;2014;45;2;309;718799.939000001
2014-11-06;6;11;2014;45;3;310;566118.381
2014-11-07;7;11;2014;45;4;311;585330.258000001
2014-11-08;8;11;2014;45;5;312;816064.645000001
2014-11-09;9;11;2014;45;6;313;941478.421999997
2014-11-10;10;11;2014;46;0;314;593376.793
2014-11-11;11;11;2014;46;1;315;552505.750299999
2014-11-12;12;11;2014;46;2;316;588092.484
2014-11-13;13;11;2014;46;3;317;468057.387000001
2014-11-14;14;11;2014;46;4;318;553007.971000001
2014-11-15;15;11;2014;46;5;319;786124.201000001
2014-11-16;16;11;2014;46;6;320;956619.402
2014-11-17;17;11;2014;47;0;321;620876.340000001
2014-11-18;18;11;2014;47;1;322;553367.204299998
2014-11-19;19;11;2014;47;2;323;580234.0113
2014-11-20;20;11;2014;47;3;324;511855.760999999
2014-11-21;21;11;2014;47;4;325;567978.733000001
2014-11-22;22;11;2014;47;5;326;763720.148999999
2014-11-23;23;11;2014;47;6;327;907432.657999999
2014-11-24;24;11;2014;48;0;328;610847.957000002
2014-11-25;25;11;2014;48;1;329;541225.607999999
2014-11-26;26;11;2014;48;2;330;579125.306000001
2014-11-27;27;11;2014;48;3;331;475823.897
2014-11-28;28;11;2014;48;4;332;559619.825000002
2014-11-29;29;11;2014;48;5;333;850925.104999999
2014-11-30;30;11;2014;48;6;334;1023691.282
2014-12-01;1;12;2014;49;0;335;817413.561999998
2014-12-02;2;12;2014;49;1;336;735319.184
2014-12-03;3;12;2014;49;2;337;715126.6146
2014-12-04;4;12;2014;49;3;338;578961.517
2014-12-05;5;12;2014;49;4;339;635445.152999999
2014-12-06;6;12;2014;49;5;340;829386.706
2014-12-07;7;12;2014;49;6;341;1013889.808
2014-12-08;8;12;2014;50;0;342;790283.290999999
2014-12-09;9;12;2014;50;1;343;665123.963
2014-12-10;10;12;2014;50;2;344;732121.0331
2014-12-11;11;12;2014;50;3;345;580542.179
2014-12-12;12;12;2014;50;4;346;642760.387000004
2014-12-13;13;12;2014;50;5;347;854830.906000001
2014-12-14;14;12;2014;50;6;348;999106.133000001
2014-12-15;15;12;2014;51;0;349;790179.946000003
2014-12-16;16;12;2014;51;1;350;799067.055999998
2014-12-17;17;12;2014;51;2;351;779966.499
2014-12-18;18;12;2014;51;3;352;731938.48
2014-12-19;19;12;2014;51;4;353;757349.376000001
2014-12-20;20;12;2014;51;5;354;935555.525
2014-12-21;21;12;2014;51;6;355;1056605.2
2014-12-22;22;12;2014;52;0;356;1008143.346
2014-12-23;23;12;2014;52;1;357;1064977.974
2014-12-24;24;12;2014;52;2;358;965982.871999997
2014-12-26;26;12;2014;52;4;360;872098.456999998
2014-12-27;27;12;2014;52;5;361;740596.159
2014-12-28;28;12;2014;52;6;362;716329.635
2014-12-29;29;12;2014;1;0;363;773996.401000001
2014-12-30;30;12;2014;1;1;364;912970.532999997
2014-12-31;31;12;2014;1;2;365;844380.47
2015-01-01;1;1;2015;1;3;1;12773.617
2015-01-02;2;1;2015;1;4;2;657763.391999999
2015-01-03;3;1;2015;1;5;3;648880.687000001
2015-01-04;4;1;2015;1;6;4;730923.776
2015-01-05;5;1;2015;2;0;5;569267.297999999
2015-01-06;6;1;2015;2;1;6;477886.740999999
2015-01-07;7;1;2015;2;2;7;494160.85
2015-01-08;8;1;2015;2;3;8;417482.689
2015-01-09;9;1;2015;2;4;9;439381.226000001
2015-01-10;10;1;2015;2;5;10;569956.908
2015-01-11;11;1;2015;2;6;11;694860.951000002
2015-01-12;12;1;2015;3;0;12;442845.544
2015-01-13;13;1;2015;3;1;13;393799.993
2015-01-14;14;1;2015;3;2;14;400923.971
2015-01-15;15;1;2015;3;3;15;371146.144999999
2015-01-16;16;1;2015;3;4;16;423599.935999999
2015-01-17;17;1;2015;3;5;17;621865.434
2015-01-18;18;1;2015;3;6;18;678277.031000001
2015-01-19;19;1;2015;4;0;19;448217.897
2015-01-20;20;1;2015;4;1;20;405308.776999999
2015-01-21;21;1;2015;4;2;21;413202.592
2015-01-22;22;1;2015;4;3;22;364862.539000001
2015-01-23;23;1;2015;4;4;23;416936.182
2015-01-24;24;1;2015;4;5;24;588849.870999999
2015-01-25;25;1;2015;4;6;25;631623.951
2015-01-26;26;1;2015;5;0;26;410009.618
2015-01-27;27;1;2015;5;1;27;360009.85
2015-01-28;28;1;2015;5;2;28;376935.916
2015-01-29;29;1;2015;5;3;29;343062.161
2015-01-30;30;1;2015;5;4;30;435899.672
2015-01-31;31;1;2015;5;5;31;656205.842
2015-02-01;1;2;2015;5;6;32;815294.476000002
2015-02-02;2;2;2015;6;0;33;538301.887
2015-02-03;3;2;2015;6;1;34;475249.843000001
2015-02-04;4;2;2015;6;2;35;451923.147
2015-02-05;5;2;2015;6;3;36;407491.968
2015-02-06;6;2;2015;6;4;37;437147.545
2015-02-07;7;2;2015;6;5;38;599911.595
2015-02-08;8;2;2015;6;6;39;622994.231999999
2015-02-09;9;2;2015;7;0;40;458002.152
2015-02-10;10;2;2015;7;1;41;400825.985
2015-02-11;11;2;2015;7;2;42;400115.333
2015-02-12;12;2;2015;7;3;43;384963.143
2015-02-13;13;2;2015;7;4;44;493265.468
2015-02-14;14;2;2015;7;5;45;562855.068
2015-02-15;15;2;2015;7;6;46;434886.672000001
2015-02-16;16;2;2015;8;0;47;420740.904000001
2015-02-17;17;2;2015;8;1;48;483088.134000001
2015-02-18;18;2;2015;8;2;49;497499.057999999
2015-02-19;19;2;2015;8;3;50;436359.905999999
2015-02-20;20;2;2015;8;4;51;483681.015000001
2015-02-21;21;2;2015;8;5;52;572753.075
2015-02-22;22;2;2015;8;6;53;691339.068000001
2015-02-23;23;2;2015;9;0;54;443349.891
2015-02-24;24;2;2015;9;1;55;407890.277999999
2015-02-25;25;2;2015;9;2;56;395774.953999999
2015-02-26;26;2;2015;9;3;57;354938.227000001
2015-02-27;27;2;2015;9;4;58;436488.425
2015-02-28;28;2;2015;9;5;59;635263.399999999
2015-03-01;1;3;2015;9;6;60;820434.979000001
2015-03-02;2;3;2015;10;0;61;546037.788
2015-03-03;3;3;2015;10;1;62;492365.241000001
2015-03-04;4;3;2015;10;2;63;483330.547999998
2015-03-05;5;3;2015;10;3;64;428599.809
2015-03-06;6;3;2015;10;4;65;463723.975
2015-03-07;7;3;2015;10;5;66;657377.211000001
2015-03-08;8;3;2015;10;6;67;659563.412
2015-03-09;9;3;2015;11;0;68;480371.95
2015-03-10;10;3;2015;11;1;69;457881.764000001
2015-03-11;11;3;2015;11;2;70;425617.727000001
2015-03-12;12;3;2015;11;3;71;382588.668999999
2015-03-13;13;3;2015;11;4;72;434805.995
2015-03-14;14;3;2015;11;5;73;616609.760999998
2015-03-15;15;3;2015;11;6;74;662700.872
2015-03-16;16;3;2015;12;0;75;466598.426000001
2015-03-17;17;3;2015;12;1;76;415359.516
2015-03-18;18;3;2015;12;2;77;398630
2015-03-19;19;3;2015;12;3;78;373324.383
2015-03-20;20;3;2015;12;4;79;467687.944999999
2015-03-21;21;3;2015;12;5;80;624099.228
2015-03-22;22;3;2015;12;6;81;646466.402
2015-03-23;23;3;2015;13;0;82;462664.237
2015-03-24;24;3;2015;13;1;83;407369.722
2015-03-25;25;3;2015;13;2;84;408258.19
2015-03-26;26;3;2015;13;3;85;367006.956999998
2015-03-27;27;3;2015;13;4;86;436906.609
2015-03-28;28;3;2015;13;5;87;589854.704000001
2015-03-29;29;3;2015;13;6;88;641213.769999999
2015-03-30;30;3;2015;14;0;89;437878.835
2015-03-31;31;3;2015;14;1;90;443278.893
2015-04-01;1;4;2015;14;2;91;557223.160999999
2015-04-02;2;4;2015;14;3;92;524588.902
2015-04-03;3;4;2015;14;4;93;510296.786
2015-04-04;4;4;2015;14;5;94;653894.196
2015-04-05;5;4;2015;14;6;95;659669.576999998
2015-04-06;6;4;2015;15;0;96;519734.816999999
2015-04-07;7;4;2015;15;1;97;464787.217999999
2015-04-08;8;4;2015;15;2;98;461140.213
2015-04-09;9;4;2015;15;3;99;398718.316000001
2015-04-10;10;4;2015;15;4;100;445869.298
2015-04-11;11;4;2015;15;5;101;610603.017
2015-04-12;12;4;2015;15;6;102;659939.024000002
2015-04-13;13;4;2015;16;0;103;453723.756000001
2015-04-14;14;4;2015;16;1;104;403623.397
2015-04-15;15;4;2015;16;2;105;438106.288
2015-04-16;16;4;2015;16;3;106;418643.194000001
2015-04-17;17;4;2015;16;4;107;456303.237
2015-04-18;18;4;2015;16;5;108;629155.661
2015-04-19;19;4;2015;16;6;109;684544.949999999
2015-04-20;20;4;2015;17;0;110;481694.771
2015-04-21;21;4;2015;17;1;111;426017.313
2015-04-22;22;4;2015;17;2;112;421108.210000002
2015-04-23;23;4;2015;17;3;113;392147.042000001
2015-04-24;24;4;2015;17;4;114;437625.508000001
2015-04-25;25;4;2015;17;5;115;588781.513000001
2015-04-26;26;4;2015;17;6;116;625901.000999999
2015-04-27;27;4;2015;18;0;117;425049.148
2015-04-28;28;4;2015;18;1;118;374834.185000001
2015-04-29;29;4;2015;18;2;119;398724.330000001
2015-04-30;30;4;2015;18;3;120;432612.142000001
2015-05-01;1;5;2015;18;4;121;674509.400000002
2015-05-02;2;5;2015;18;5;122;711052.274000002
2015-05-03;3;5;2015;18;6;123;742887.785
2015-05-04;4;5;2015;19;0;124;556241.148
2015-05-05;5;5;2015;19;1;125;509493.227
2015-05-06;6;5;2015;19;2;126;504999.551
2015-05-07;7;5;2015;19;3;127;444082.31
2015-05-08;8;5;2015;19;4;128;481304.223
2015-05-09;9;5;2015;19;5;129;706705.439999999
2015-05-10;10;5;2015;19;6;130;558062.273000001
2015-05-11;11;5;2015;20;0;131;524864.051000001
2015-05-12;12;5;2015;20;1;132;452162.874
2015-05-13;13;5;2015;20;2;133;446915.639
2015-05-14;14;5;2015;20;3;134;395609.666
2015-05-15;15;5;2015;20;4;135;483535.538
2015-05-16;16;5;2015;20;5;136;709798.553000001
2015-05-17;17;5;2015;20;6;137;798186.132000001
2015-05-18;18;5;2015;21;0;138;496595.011000001
2015-05-19;19;5;2015;21;1;139;446375.488000001
2015-05-20;20;5;2015;21;2;140;466238.631
2015-05-21;21;5;2015;21;3;141;417006.136
2015-05-22;22;5;2015;21;4;142;458727.916999999
2015-05-23;23;5;2015;21;5;143;658882.923
2015-05-24;24;5;2015;21;6;144;738068.426999998
2015-05-25;25;5;2015;22;0;145;534802.790000001
2015-05-26;26;5;2015;22;1;146;463132.406
2015-05-27;27;5;2015;22;2;147;481804.960999999
2015-05-28;28;5;2015;22;3;148;428506.881000001
2015-05-29;29;5;2015;22;4;149;560519.530000003
2015-05-30;30;5;2015;22;5;150;855728.292
2015-05-31;31;5;2015;22;6;151;1023564.767
2015-06-01;1;6;2015;23;0;152;812081.203
2015-06-02;2;6;2015;23;1;153;753430.642000003
2015-06-03;3;6;2015;23;2;154;747929.452000002
2015-06-04;4;6;2015;23;3;155;608994.646000002
2015-06-05;5;6;2015;23;4;156;657675.125999999
2015-06-06;6;6;2015;23;5;157;904437.269999998
2015-06-07;7;6;2015;23;6;158;1070695.918
2015-06-08;8;6;2015;24;0;159;696952.811999998
2015-06-09;9;6;2015;24;1;160;623725.106999999
2015-06-10;10;6;2015;24;2;161;641435.371999999
2015-06-11;11;6;2015;24;3;162;510018.149
2015-06-12;12;6;2015;24;4;163;606616.001000001
2015-06-13;13;6;2015;24;5;164;840727.775999995
2015-06-14;14;6;2015;24;6;165;967745.720999995
2015-06-15;15;6;2015;25;0;166;666557.132000001
2015-06-16;16;6;2015;25;1;167;672637.824
2015-06-17;17;6;2015;25;2;168;677170.156999999
2015-06-18;18;6;2015;25;3;169;556155.039000001
2015-06-19;19;6;2015;25;4;170;659233.570999999
2015-06-20;20;6;2015;25;5;171;936951.654000002
2015-06-21;21;6;2015;25;6;172;790568.421
2015-06-22;22;6;2015;26;0;173;688968.228999997
2015-06-23;23;6;2015;26;1;174;640322.326000002
2015-06-24;24;6;2015;26;2;175;643411.714000001
2015-06-25;25;6;2015;26;3;176;518700.956
2015-06-26;26;6;2015;26;4;177;593299.460999999
2015-06-27;27;6;2015;26;5;178;831492.464000001
2015-06-28;28;6;2015;26;6;179;976563.589
2015-06-29;29;6;2015;27;0;180;639072.191999999
2015-06-30;30;6;2015;27;1;181;669548.425000001
2015-07-01;1;7;2015;27;2;182;885953.201
2015-07-02;2;7;2015;27;3;183;705642.281999998
2015-07-03;3;7;2015;27;4;184;772773.393999998
2015-07-04;4;7;2015;27;5;185;1018541.843
2015-07-05;5;7;2015;27;6;186;982427.681999998
2015-07-06;6;7;2015;28;0;187;754949.708999999
2015-07-07;7;7;2015;28;1;188;654821.051000001
2015-07-08;8;7;2015;28;2;189;732992.129999998
2015-07-09;9;7;2015;28;3;190;605032.496
2015-07-10;10;7;2015;28;4;191;643986.381000001
2015-07-11;11;7;2015;28;5;192;794984.703
2015-07-12;12;7;2015;28;6;193;898731.936999999
2015-07-13;13;7;2015;29;0;194;647967.077999999
2015-07-14;14;7;2015;29;1;195;601452.258
2015-07-15;15;7;2015;29;2;196;664505.1
2015-07-16;16;7;2015;29;3;197;584042.727000002
2015-07-17;17;7;2015;29;4;198;653451.171
2015-07-18;18;7;2015;29;5;199;826353.336
2015-07-19;19;7;2015;29;6;200;894707.298999997
2015-07-20;20;7;2015;30;0;201;685961.243999999
2015-07-21;21;7;2015;30;1;202;607836.499000002
2015-07-22;22;7;2015;30;2;203;631385.408999999
2015-07-23;23;7;2015;30;3;204;541511.420999999
2015-07-24;24;7;2015;30;4;205;635244.244999999
2015-07-25;25;7;2015;30;5;206;797427.520999998
2015-07-26;26;7;2015;30;6;207;875032.035999999
2015-07-27;27;7;2015;31;0;208;652999.194000001
2015-07-28;28;7;2015;31;1;209;594977.667000001
2015-07-29;29;7;2015;31;2;210;625449.981000001
2015-07-30;30;7;2015;31;3;211;543393.593000001
2015-07-31;31;7;2015;31;4;212;695083.448999998
2015-08-01;1;8;2015;31;5;213;1044894.79
2015-08-02;2;8;2015;31;6;214;1043495.475
2015-08-03;3;8;2015;32;0;215;811119.834000001
2015-08-04;4;8;2015;32;1;216;726613.358000001
2015-08-05;5;8;2015;32;2;217;724346.594000002
2015-08-06;6;8;2015;32;3;218;583375.211999998
2015-08-07;7;8;2015;32;4;219;663326.518000001
2015-08-08;8;8;2015;32;5;220;784099.216000001
2015-08-09;9;8;2015;32;6;221;679410.125
2015-08-10;10;8;2015;33;0;222;785477.933999998
2015-08-11;11;8;2015;33;1;223;668280.358000001
2015-08-12;12;8;2015;33;2;224;678064.731999998
2015-08-13;13;8;2015;33;3;225;557859.478000002
2015-08-14;14;8;2015;33;4;226;734484.205
2015-08-15;15;8;2015;33;5;227;936339.025999999
2015-08-16;16;8;2015;33;6;228;913846.624999997
2015-08-17;17;8;2015;34;0;229;694747.162
2015-08-18;18;8;2015;34;1;230;629475.643
2015-08-19;19;8;2015;34;2;231;653733.360000001
2015-08-20;20;8;2015;34;3;232;569443.703999999
2015-08-21;21;8;2015;34;4;233;653281.207999997
2015-08-22;22;8;2015;34;5;234;803270.158
2015-08-23;23;8;2015;34;6;235;865755.397000001
2015-08-24;24;8;2015;35;0;236;681575.990000002
2015-08-25;25;8;2015;35;1;237;624698.337999999
2015-08-26;26;8;2015;35;2;238;640075.990999999
2015-08-27;27;8;2015;35;3;239;548043.327000001
2015-08-28;28;8;2015;35;4;240;635737.231999998
2015-08-29;29;8;2015;35;5;241;876953.096999998
2015-08-30;30;8;2015;35;6;242;975697.601999998
2015-08-31;31;8;2015;36;0;243;776152.552
2015-09-01;1;9;2015;36;1;244;906549.992999998
2015-09-02;2;9;2015;36;2;245;879033.091999998
2015-09-03;3;9;2015;36;3;246;707093.042000001
2015-09-04;4;9;2015;36;4;247;736395.303
2015-09-05;5;9;2015;36;5;248;1052868.395
2015-09-06;6;9;2015;36;6;249;1147642.583
2015-09-07;7;9;2015;37;0;250;767382.776000001
2015-09-08;8;9;2015;37;1;251;677312.236
2015-09-09;9;9;2015;37;2;252;705633.499999998
2015-09-10;10;9;2015;37;3;253;577743.795
2015-09-11;11;9;2015;37;4;254;651330.168000002
2015-09-12;12;9;2015;37;5;255;921524.435999999
2015-09-13;13;9;2015;37;6;256;1023345.319
2015-09-14;14;9;2015;38;0;257;688405.190000001
2015-09-15;15;9;2015;38;1;258;682134.353999999
2015-09-16;16;9;2015;38;2;259;742089.668000001
2015-09-17;17;9;2015;38;3;260;593577.802000001
2015-09-18;18;9;2015;38;4;261;653805.875
2015-09-19;19;9;2015;38;5;262;935893.481000001
2015-09-20;20;9;2015;38;6;263;1037532.86
2015-09-21;21;9;2015;39;0;264;717725.376999999
2015-09-22;22;9;2015;39;1;265;641914.739000001
2015-09-23;23;9;2015;39;2;266;690419.721999999
2015-09-24;24;9;2015;39;3;267;557321.610999998
2015-09-25;25;9;2015;39;4;268;646083.875
2015-09-26;26;9;2015;39;5;269;890486.06
2015-09-27;27;9;2015;39;6;270;1018062.964
2015-09-28;28;9;2015;40;0;271;671261.064000001
2015-09-29;29;9;2015;40;1;272;609130.658
2015-09-30;30;9;2015;40;2;273;711182.538999997
2015-10-01;1;10;2015;40;3;274;796340.859
2015-10-02;2;10;2015;40;4;275;830719.388000001
2015-10-03;3;10;2015;40;5;276;1179376.177
2015-10-04;4;10;2015;40;6;277;1234130.939
2015-10-05;5;10;2015;41;0;278;809524.837999999
2015-10-06;6;10;2015;41;1;279;696169.276000002
2015-10-07;7;10;2015;41;2;280;720562.330999997
2015-10-08;8;10;2015;41;3;281;603066.029999998
2015-10-09;9;10;2015;41;4;282;873934.719
2015-10-10;10;10;2015;41;5;283;867556.973000002
2015-10-11;11;10;2015;41;6;284;973329.204
2015-10-12;12;10;2015;42;0;285;721629.572000002
2015-10-13;13;10;2015;42;1;286;585141.554
2015-10-14;14;10;2015;42;2;287;688198.106000001
2015-10-15;15;10;2015;42;3;288;577952.197
2015-10-16;16;10;2015;42;4;289;693829.352
2015-10-17;17;10;2015;42;5;290;958052.958
2015-10-18;18;10;2015;42;6;291;1071477.103
2015-10-19;19;10;2015;43;0;292;699259.487999997
2015-10-20;20;10;2015;43;1;293;660308.361000002
2015-10-21;21;10;2015;43;2;294;672847.346000003
2015-10-22;22;10;2015;43;3;295;547020.047
2015-10-23;23;10;2015;43;4;296;639040.605999998
2015-10-24;24;10;2015;43;5;297;859950.711
2015-10-25;25;10;2015;43;6;298;1018783.142
2015-10-26;26;10;2015;44;0;299;649914.352000001
2015-10-27;27;10;2015;44;1;300;587066.101000001
2015-10-28;28;10;2015;44;2;301;599387.122000001
2015-10-29;29;10;2015;44;3;302;511860.069
2015-10-30;30;10;2015;44;4;303;635875.891
2015-10-31;31;10;2015;44;5;304;915956.852000003
2015-11-01;1;11;2015;44;6;305;819250.388
2015-11-02;2;11;2015;45;0;306;762549.795000001
2015-11-03;3;11;2015;45;1;307;1033439.133
2015-11-04;4;11;2015;45;2;308;855494.44
2015-11-05;5;11;2015;45;3;309;649662.671000002
2015-11-06;6;11;2015;45;4;310;671145.787999997
2015-11-07;7;11;2015;45;5;311;929723.344
2015-11-08;8;11;2015;45;6;312;1077361.956
2015-11-09;9;11;2015;46;0;313;683644.902000003
2015-11-10;10;11;2015;46;1;314;623529.179000001
2015-11-11;11;11;2015;46;2;315;689746.211999997
2015-11-12;12;11;2015;46;3;316;506937.664000001
2015-11-13;13;11;2015;46;4;317;626674.025000002
2015-11-14;14;11;2015;46;5;318;867597.332999998
2015-11-15;15;11;2015;46;6;319;1056159.462
2015-11-16;16;11;2015;47;0;320;716508.709000001
2015-11-17;17;11;2015;47;1;321;618919.988000003
2015-11-18;18;11;2015;47;2;322;683954.187000003
2015-11-19;19;11;2015;47;3;323;560452.567
2015-11-20;20;11;2015;47;4;324;665619.668
2015-11-21;21;11;2015;47;5;325;863726.881999998
2015-11-22;22;11;2015;47;6;326;1015844.285
2015-11-23;23;11;2015;48;0;327;696685.461000001
2015-11-24;24;11;2015;48;1;328;612710.201
2015-11-25;25;11;2015;48;2;329;658917.829999998
2015-11-26;26;11;2015;48;3;330;530358.33
2015-11-27;27;11;2015;48;4;331;645086.035999998
2015-11-28;28;11;2015;48;5;332;850596.003999999
2015-11-29;29;11;2015;48;6;333;1070619.803
2015-11-30;30;11;2015;49;0;334;762036.123999999
2015-12-01;1;12;2015;49;1;335;857620.942999999
2015-12-02;2;12;2015;49;2;336;867269.576000002
2015-12-03;3;12;2015;49;3;337;676883.032000001
2015-12-04;4;12;2015;49;4;338;749354.132
2015-12-05;5;12;2015;49;5;339;966202.367999998
2015-12-06;6;12;2015;49;6;340;1143119.319
2015-12-07;7;12;2015;50;0;341;822334.709
2015-12-08;8;12;2015;50;1;342;712569.169999999
2015-12-09;9;12;2015;50;2;343;747893.782000003
2015-12-10;10;12;2015;50;3;344;657427.179
2015-12-11;11;12;2015;50;4;345;708392.808000002
